Date,Package,Version,Count
2024-04-24T06:21:12Z,plugin/github,0.7.3,7
2024-04-25T06:18:43Z,plugin/github,0.7.3,11
2024-04-26T06:19:43Z,plugin/github,0.7.3,11
2024-04-27T06:18:57Z,plugin/github,0.7.3,11
2024-04-28T06:18:40Z,plugin/github,0.7.3,15
2024-04-29T06:19:43Z,plugin/github,0.7.3,15
2024-04-30T06:19:36Z,plugin/github,0.7.3,22
2024-05-01T06:20:13Z,plugin/github,0.7.3,26
2024-05-02T06:18:52Z,plugin/github,0.7.3,30
2024-05-03T06:19:05Z,plugin/github,0.7.3,34
2024-05-04T06:18:13Z,plugin/github,0.7.3,41
2024-05-05T06:19:21Z,plugin/github,0.7.3,41
